tipo_poder_id	tipo_poder_nombre	categoria	entidad_id	entidad_nombre	cantidad
-1	Poder Ejecutivo	EDUCACIÓN	14186	UNIDAD DE GESTION EDUCATIVA LOCAL SATIPO (UGEL-S)	8
7	Gobiernos regionales		13636	DIRECCIÓN REGIONAL DE EDUCACIÓN DE LIMA PROVINCIAS (DRELP)	6
5	Gobiernos locales		12216	MUNICIPALIDAD PROVINCIAL DE MARISCAL CÁCERES (MPMC-JUANJUI)	4
5	Gobiernos locales		10177	MUNICIPALIDAD DISTRITAL DE SANTA CATALINA (MUNISANTACATALINA)	3
5	Gobiernos locales		12207	MUNICIPALIDAD PROVINCIAL DE EL DORADO (MPD)	3
-1	Poder Ejecutivo	AMBIENTE	14051	PROGRAMA NACIONAL DE CONSERVACIÓN DE BOSQUES (PNCBMCC)	3
5	Gobiernos locales		11018	MUNICIPALIDAD DISTRITAL DE MARANURA (MD-MARANURA)	2
5	Gobiernos locales		11597	MUNICIPALIDAD DISTRITAL DE QUERECOTILLO - PIURA (MDQ - QUERECOTILLO)	2
7	Gobiernos regionales		18811	UNIDAD DE GESTIÓN EDUCATIVA LOCAL DE CALCA (UGEL CALCA)	2
-1	Poder Ejecutivo	SALUD	10023	INSTITUTO NACIONAL DE ENFERMEDADES NEOPLÁSICAS (INEN)	2
5	Gobiernos locales		11890	MUNICIPALIDAD PROVINCIAL DE SAN MARCOS (MP-SAN MARCOS)	1
5	Gobiernos locales		11569	MUNICIPALIDAD DISTRITAL DE HUARMACA (MDH)	1
5	Gobiernos locales		11340	MUNICIPALIDAD DISTRITAL DE CARABAMBA (MD-CARABAMBA)	1
5	Gobiernos locales		11199	MUNICIPALIDAD DISTRITAL DE CHAVIN DE HUANTAR (MD-CHHUANTAR)	1
5	Gobiernos locales		10375	MUNICIPALIDAD DISTRITAL DE LA BANDA DE SHILCAYO (MDBSH)	1
5	Gobiernos locales		10609	MUNICIPALIDAD DISTRITAL DE QUILMANÁ (MDQ)	1
5	Gobiernos locales		11882	MUNICIPALIDAD PROVINCIAL CAJABAMBA (MP-CAJABAMBA)	1
7	Gobiernos regionales		10135	GOBIERNO REGIONAL DE AYACUCHO (GR-AYACUCHO)	1
5	Gobiernos locales		13995	AUTORIDAD DEL PROYECTO COSTA VERDE (APCV)	
5	Gobiernos locales		18735	CAJA DE MUNICIPAL DE AHORRO Y CREDITO MAYNAS S.A. (CMAC MAYNAS S A)	
5	Gobiernos locales		13196	CAJA MUNICIPAL DE AHORRO Y CRÉDITO DE PAITA S.A. (CMACP)	
5	Gobiernos locales		14300	CENTRO DE GESTIÓN TRIBUTARIA (CGT)	
5	Gobiernos locales		13715	EMPRESA DE SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO MUNICIPAL DE HUANCAYO (SEDAM HUANCAYO S.A.)	
5	Gobiernos locales		12674	EMPRESA MUNICIPAL ADMINISTRADORA DE PEAJE S.A. (EMAPE S.A)	
5	Gobiernos locales		13477	EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE ICA S.A. (EPS EMAPICA S.A.)	
5	Gobiernos locales		13743	EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE PISCO S.A. (EMAPISCO S.A.)	
5	Gobiernos locales		13809	EMPRESA MUNICIPAL DE SANEAMIENTO BÁSICO DE PUNO S.A (EMSAPUNO S.A)	
5	Gobiernos locales		17512	EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE RIOJA SRL (SEDAPAR S.R.L.)	
5	Gobiernos locales		13771	EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE SAN MARTIN SOCIEDAD ANONIMA (EMAPA SAN MARTIN S.A)	
5	Gobiernos locales		13701	EMPRESA PRESTADORA DE SERVICIOS DE SANEAMIENTO AGUAS DE LIMA NORTE S.A. (AGUAS DE LIMA NORTE)	
5	Gobiernos locales		13174	EMPRESA PRESTADORA DE SERVICIOS DE SANEAMIENTO DE CAJAMARCA S.A (E.P.S. SEDACAJ S.A.)	
5	Gobiernos locales		13637	EMPRESA PRESTADORA DE SERVICIOS DE SANEAMIENTO SEDAJULIACA S.A. (EPS SEDAJULIACA S.A.)	
5	Gobiernos locales		13365	ENTIDAD MUNICIPAL PRESTADORA DE SERVICIOS DE SANEAMIENTO DEL CUSCO S.A. (EPS SEDACUSCO S.A.)	
5	Gobiernos locales		17418	ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO TACNA (EPS TACNA S.A.)	
5	Gobiernos locales		17471	ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO CHAVIN S.A. (EPS CHAVIN S.A.)	
5	Gobiernos locales		14089	ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO DE AGUA POTABLE Y ALCANTARILLADO DE LORETO S.A. (EPS SEDALORETO S.A.)	
5	Gobiernos locales		13475	ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO DE LAMBAYEQUE S.A.  (EPSEL S.A.)	
5	Gobiernos locales		14317	ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO (EPS EMAPAT S.A.)	
5	Gobiernos locales		13175	ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO ILO S.A (EPSILO S.A.)	
5	Gobiernos locales		13501	ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO MOQUEGUA S.A. (EPS MOQUEGUA S.A.)	
5	Gobiernos locales		17593	ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO MUNICIPAL MANTARO S.A (EPS MANTARO S.A)	
5	Gobiernos locales		13752	EPS SEMAPACH S.A. (EPS SEMAPACH S.A.)	
5	Gobiernos locales		11816	GOBIERNO LOCAL DE LA PROVINCIA DE QUISPICANCHI (GLPQ/U)	
5	Gobiernos locales		1682	HONORABLE MUNICIPALIDAD PROVINCIAL DE PASCO (HMPP)	
5	Gobiernos locales		14066	HOSPITAL MUNICIPAL LOS OLIVOS (HMLO)	
5	Gobiernos locales		18696	IESTP ANTENOR ORREOGO ESPINOZA (IESTP AOE)	
5	Gobiernos locales		13132	INSTITUTO CATASTRAL DE LIMA  (ICL)	
5	Gobiernos locales		13284	INSTITUTO METROPOLITANO DE PLANIFICACIÓN (IMP)	
5	Gobiernos locales		13709	INSTITUTO METROPOLITANO PROTRANSPORTE DE LIMA (PROTRANSPORTE)	
5	Gobiernos locales		14037	MUNICIPALIDAD CP SANTA MARÍA DE HUACHIPA (MCPSMH)	
5	Gobiernos locales		10444	MUNICIPALIDAD DISTRITAL  DE TAPAIRIHUA (MD-TAPAIRIHUA)	
5	Gobiernos locales		15356	MUNICIPALIDAD DISTRITAL ANDRES AVELINO CACERES DORREGARAY (MDAACD)	
5	Gobiernos locales		12667	MUNICIPALIDAD DISTRITAL CRNL. GREGORIO ALBARRACÍN­ LANCHIPA (MD-CGAL)	
5	Gobiernos locales		10630	MUNICIPALIDAD DISTRITAL DE  CHICLA (MDCH)	
5	Gobiernos locales		10697	MUNICIPALIDAD DISTRITAL DE  MIRAFLORES (MDM/Y)	
5	Gobiernos locales		11287	MUNICIPALIDAD DISTRITAL DE  SAN PEDRO DE CAJAS (MDSPC)	
5	Gobiernos locales		11069	MUNICIPALIDAD DISTRITAL DE  SUBTANJALLA (MDSUBTANJALLA)	
5	Gobiernos locales		10517	MUNICIPALIDAD DISTRITAL DE ACARI (MDACARI)	
5	Gobiernos locales		11026	MUNICIPALIDAD DISTRITAL DE ACCHA (MD-ACCHA)	
5	Gobiernos locales		11282	MUNICIPALIDAD DISTRITAL DE ACOBAMBA (MDA)	
5	Gobiernos locales		10953	MUNICIPALIDAD DISTRITAL DE ACOPIA (MDA)	
5	Gobiernos locales		11612	MUNICIPALIDAD DISTRITAL DE ACORA (MDACORA)	
5	Gobiernos locales		10954	MUNICIPALIDAD DISTRITAL DE ACOS (MDA)	
5	Gobiernos locales		11978	MUNICIPALIDAD DISTRITAL DE ACOSTAMBO (MD-ACOSTAMBO)	
5	Gobiernos locales		11979	MUNICIPALIDAD DISTRITAL DE ACRAQUIA (MD-ACRAQUIA)	
5	Gobiernos locales		12209	MUNICIPALIDAD DISTRITAL DE AGUA BLANCA (MDAB)	
5	Gobiernos locales		11768	MUNICIPALIDAD DISTRITAL DE AGUAS VERDES (MD-AGUASVERDES)	
5	Gobiernos locales		13208	MUNICIPALIDAD DISTRITAL DE AHUAYCHA (MD-AHUAYCHA)	
5	Gobiernos locales		10311	MUNICIPALIDAD DISTRITAL DE ALONSO DE ALVARADO (MDAA)	
5	Gobiernos locales		11734	MUNICIPALIDAD DISTRITAL DE ALTO DE LA ALIANZA (MDAA)	
5	Gobiernos locales		11073	MUNICIPALIDAD DISTRITAL DE ALTO LARAN (MUNIALTOLARAN)	
5	Gobiernos locales		11499	MUNICIPALIDAD DISTRITAL DE ALTO NANAY (MD-AN)	
5	Gobiernos locales		11995	MUNICIPALIDAD DISTRITAL DE AMARILIS (MD-AMARILIS)	
5	Gobiernos locales		11707	MUNICIPALIDAD DISTRITAL DE ANANEA (MDA)	
5	Gobiernos locales		13210	MUNICIPALIDAD DISTRITAL DE ANCO (MD-ANCO)	
5	Gobiernos locales		10457	MUNICIPALIDAD DISTRITAL DE ANCO HUALLO - URIPA (MDAH)	
5	Gobiernos locales		10049	MUNICIPALIDAD DISTRITAL DE ANCON (MDA)	
5	Gobiernos locales		11380	MUNICIPALIDAD DISTRITAL DE ANGASMARCA (MDA)	
5	Gobiernos locales		10304	MUNICIPALIDAD DISTRITAL DE ANTONIO RAYMONDI (MDAR)	
5	Gobiernos locales		10308	MUNICIPALIDAD DISTRITAL DE AQUIA (MD-AQUIA)	
5	Gobiernos locales		10105	MUNICIPALIDAD DISTRITAL DE ARAMANGO (MD-ARAMANGO)	
5	Gobiernos locales		11630	MUNICIPALIDAD DISTRITAL DE ARAPA (ARAPA)	
5	Gobiernos locales		11911	MUNICIPALIDAD DISTRITAL DE ASCENSIÓN  (MD-ASCENSIÓN)	
5	Gobiernos locales		10599	MUNICIPALIDAD DISTRITAL DE ASIA (MDA)	
5	Gobiernos locales		10808	MUNICIPALIDAD DISTRITAL DE ASUNCIÓN (M. D. A.)	
5	Gobiernos locales		11239	MUNICIPALIDAD DISTRITAL DE ATAURA (MD-ATAURA)	
5	Gobiernos locales		11615	MUNICIPALIDAD DISTRITAL DE ATUNCOLLA (MUNIATUNCOLLA)	
5	Gobiernos locales		10617	MUNICIPALIDAD DISTRITAL DE AUCALLAMA (MD-AUCALLAMA)	
5	Gobiernos locales		10357	MUNICIPALIDAD DISTRITAL DE AWAJUN (MDA)	
5	Gobiernos locales		10742	MUNICIPALIDAD DISTRITAL DE AYNA (MD-AYNA)	
5	Gobiernos locales		12203	MUNICIPALIDAD DISTRITAL DE BAJO BIAVO (MD-BAJOBIAVO)	
5	Gobiernos locales		13214	MUNICIPALIDAD DISTRITAL DE BELÉN - LORETO (MDB-BELEN)	
5	Gobiernos locales		10520	MUNICIPALIDAD DISTRITAL DE BELLA UNIÓN (MDBELLAUNION)	
5	Gobiernos locales		11606	MUNICIPALIDAD DISTRITAL DE BELLAVISTA DE LA UNIÓN (MDBLU-S.)	
5	Gobiernos locales		11592	MUNICIPALIDAD DISTRITAL DE BELLAVISTA-SULLANA (MDS)	
5	Gobiernos locales		10907	MUNICIPALIDAD DISTRITAL DE BOLIVAR (MD.B)	
5	Gobiernos locales		11186	MUNICIPALIDAD DISTRITAL DE BUENAVISTA ALTA (MDBA)	
5	Gobiernos locales		11575	MUNICIPALIDAD DISTRITAL DE BUENOS AIRES (MDBA)	
5	Gobiernos locales		10331	MUNICIPALIDAD DISTRITAL DE BUENOS AIRES - SAN MARTIN (MDBA)	
5	Gobiernos locales		11676	MUNICIPALIDAD DISTRITAL DE CABANILLA (MDC)	
5	Gobiernos locales		10820	MUNICIPALIDAD DISTRITAL DE CACHACHI (MD - CACHACHI)	
5	Gobiernos locales		11381	MUNICIPALIDAD DISTRITAL DE CACHICADAN (MD-CACHICADAN)	
5	Gobiernos locales		11916	MUNICIPALIDAD DISTRITAL DE CAJA (MD-CAJA)	
5	Gobiernos locales		10194	MUNICIPALIDAD DISTRITAL DE CAJARURO (MDC)	
5	Gobiernos locales		11735	MUNICIPALIDAD DISTRITAL DE CALANA (MDCALANA)	
5	Gobiernos locales		10600	MUNICIPALIDAD DISTRITAL DE CALANGO (MDC)	
5	Gobiernos locales		10661	MUNICIPALIDAD DISTRITAL DE CALETA DE CARQUIN (MDCC - CARQUIN)	
5	Gobiernos locales		10628	MUNICIPALIDAD DISTRITAL DE CALLAHUANCA (MDC)	
5	Gobiernos locales		11042	MUNICIPALIDAD DISTRITAL DE CAMANTI	
5	Gobiernos locales		11776	MUNICIPALIDAD DISTRITAL DE CAMPO VERDE (MDCV)	
5	Gobiernos locales		11567	MUNICIPALIDAD DISTRITAL DE CANCHAQUE (MD - CANCHAQUE)	
5	Gobiernos locales		13868	MUNICIPALIDAD DISTRITAL DE CANOAS DE PUNTA SAL (MDCPS)	
5	Gobiernos locales		11532	MUNICIPALIDAD DISTRITAL DE CAPELO (MDC)	
5	Gobiernos locales		11714	MUNICIPALIDAD DISTRITAL DE CARACOTO (MDC)	
5	Gobiernos locales		10713	MUNICIPALIDAD DISTRITAL DE CARMEN ALTO (MDCA)	
5	Gobiernos locales		11479	MUNICIPALIDAD DISTRITAL DE CARUMAS (MD - CARUMAS)	
5	Gobiernos locales		11328	MUNICIPALIDAD DISTRITAL DE CASA GRANDE (MD - CASAGRANDE)	
5	Gobiernos locales		11164	MUNICIPALIDAD DISTRITAL DE CASCAPARA (MD-CASCAPARA)	
5	Gobiernos locales		10332	MUNICIPALIDAD DISTRITAL DE CASPISAPA (MDC)	
5	Gobiernos locales		11548	MUNICIPALIDAD DISTRITAL DE CASTILLA (MDC)	
5	Gobiernos locales		11135	MUNICIPALIDAD DISTRITAL DE CATAC (MD-CATAC)	
5	Gobiernos locales		11549	MUNICIPALIDAD DISTRITAL DE CATACAOS (MDC)	
5	Gobiernos locales		10927	MUNICIPALIDAD DISTRITAL DE CATACHE (MDC)	
5	Gobiernos locales		11044	MUNICIPALIDAD DISTRITAL DE CCATCCA (MDCC)	
5	Gobiernos locales		10944	MUNICIPALIDAD DISTRITAL DE CCORCA	
5	Gobiernos locales		10601	MUNICIPALIDAD DISTRITAL DE CERRO AZUL (MDCA)	
5	Gobiernos locales		10481	MUNICIPALIDAD DISTRITAL DE CERRO COLORADO (MDCC)	
5	Gobiernos locales		10295	MUNICIPALIDAD DISTRITAL DE CHACCHO	
5	Gobiernos locales		10852	MUNICIPALIDAD DISTRITAL DE CHALAMARCA (MDCHA)	
5	Gobiernos locales		11036	MUNICIPALIDAD DISTRITAL DE CHALLABAMBA	
5	Gobiernos locales		10455	MUNICIPALIDAD DISTRITAL DE CHALLHUAHUACHO (MUNICHALLHUA)	
5	Gobiernos locales		11000	MUNICIPALIDAD DISTRITAL DE CHAMACA (MDCH)	
5	Gobiernos locales		11112	MUNICIPALIDAD DISTRITAL DE CHAMBARÁ (MD-CHAMBARA)	
5	Gobiernos locales		10900	MUNICIPALIDAD DISTRITAL DE CHANCAY (MDCH)	
5	Gobiernos locales		10928	MUNICIPALIDAD DISTRITAL DE CHANCAYBAÑOS (MD-CHANCAYBAÑOS)	
5	Gobiernos locales		12109	MUNICIPALIDAD DISTRITAL DE CHAO (MDCH)	
5	Gobiernos locales		10482	MUNICIPALIDAD DISTRITAL DE CHARACATO (MD-CHARACATO)	
5	Gobiernos locales		10370	MUNICIPALIDAD DISTRITAL DE CHAZUTA (MDCH)	
5	Gobiernos locales		10662	MUNICIPALIDAD DISTRITAL DE CHECRAS (MDCH)	
5	Gobiernos locales		10714	MUNICIPALIDAD DISTRITAL DE CHIARA (MDCHIARA)	
5	Gobiernos locales		11322	MUNICIPALIDAD DISTRITAL DE CHICAMA (MD - CHICAMA)	
5	Gobiernos locales		10837	MUNICIPALIDAD DISTRITAL DE CHIGUIRIP (MDCH)	
5	Gobiernos locales		10602	MUNICIPALIDAD DISTRITAL DE CHILCA - CAÑETE (MDCH)	
5	Gobiernos locales		11085	MUNICIPALIDAD DISTRITAL DE CHILCA - JUNIN (MDCH)	
5	Gobiernos locales		11996	MUNICIPALIDAD DISTRITAL DE CHINCHAO (MDCH)	
5	Gobiernos locales		23875	MUNICIPALIDAD DISTRITAL DE CHINCHERO (MDCH-CHINCHERO)	
5	Gobiernos locales		11230	MUNICIPALIDAD DISTRITAL DE CHIPAO (MDCHIPAO)	
5	Gobiernos locales		10893	MUNICIPALIDAD DISTRITAL DE CHIRINOS (MDCH)	
5	Gobiernos locales		11323	MUNICIPALIDAD DISTRITAL DE CHOCOPE (MDCH)	
5	Gobiernos locales		11398	MUNICIPALIDAD DISTRITAL DE CHONGOYAPE (MDCH)	
5	Gobiernos locales		12165	MUNICIPALIDAD DISTRITAL DE CHONTABAMBA (MD-CHONTABAMBA)	
5	Gobiernos locales		10056	MUNICIPALIDAD DISTRITAL DE CHORRILLOS (MDCHORRILLOS)	
5	Gobiernos locales		10057	MUNICIPALIDAD DISTRITAL DE CIENEGUILLA (MDC)	
5	Gobiernos locales		11736	MUNICIPALIDAD DISTRITAL DE CIUDAD NUEVA (MD - CIUDADNUEVA)	
5	Gobiernos locales		11486	MUNICIPALIDAD DISTRITAL DE COALAQUE (MD-COALAQUE)	
5	Gobiernos locales		10458	MUNICIPALIDAD DISTRITAL DE COCHARCAS (MDC)	
5	Gobiernos locales		11373	MUNICIPALIDAD DISTRITAL DE COCHORCO (MD-COCHORCO)	
5	Gobiernos locales		11146	MUNICIPALIDAD DISTRITAL DE COISHCO (MDC - COISHCO)	
5	Gobiernos locales		11587	MUNICIPALIDAD DISTRITAL DE COLAN (MUNICOLAN)	
5	Gobiernos locales		10427	MUNICIPALIDAD DISTRITAL DE COLCABAMBA - APURIMAC (MD - COLCABAMBA)	
5	Gobiernos locales		11981	MUNICIPALIDAD DISTRITAL DE COLCABAMBA - HUANCAVELICA (MDC)	
5	Gobiernos locales		10687	MUNICIPALIDAD DISTRITAL DE COLONIA PAMPAS (MUNICOLONIA)	
5	Gobiernos locales		11037	MUNICIPALIDAD DISTRITAL DE COLQUEPATA (MDC)	
5	Gobiernos locales		10821	MUNICIPALIDAD DISTRITAL DE CONDEBAMBA (MDC)	
5	Gobiernos locales		10106	MUNICIPALIDAD DISTRITAL DE COPALLIN (MDCOPALLIN)	
5	Gobiernos locales		11760	MUNICIPALIDAD DISTRITAL DE CORRALES (MDC)	
5	Gobiernos locales		10430	MUNICIPALIDAD DISTRITAL DE COTARUSE (MD - COTARUSE)	
5	Gobiernos locales		11276	MUNICIPALIDAD DISTRITAL DE COVIRIALI (MDC)	
5	Gobiernos locales		10451	MUNICIPALIDAD DISTRITAL DE COYLLURQUI (MD - COYLLURQUI)	
5	Gobiernos locales		11480	MUNICIPALIDAD DISTRITAL DE CUCHUMBAYA (MDC)	
5	Gobiernos locales		11550	MUNICIPALIDAD DISTRITAL DE CURA MORI (MDCM)	
5	Gobiernos locales		10347	MUNICIPALIDAD DISTRITAL DE CURAHUASI (M.D.C)	
5	Gobiernos locales		10465	MUNICIPALIDAD DISTRITAL DE CURPAHUASI (MDC)	
5	Gobiernos locales		11982	MUNICIPALIDAD DISTRITAL DE DANIEL HERNANDEZ (DANIELHERNANDEZ)	
5	Gobiernos locales		10572	MUNICIPALIDAD DISTRITAL DE DEAN VALDIVIA (MDDV)	
5	Gobiernos locales		11655	MUNICIPALIDAD DISTRITAL DE DESAGUADERO (MD - DESAGUADERO)	
5	Gobiernos locales		10901	MUNICIPALIDAD DISTRITAL DE EDUARDO VILLANUEVA (MDEV)	
5	Gobiernos locales		11496	MUNICIPALIDAD DISTRITAL DE EL ALGARROBAL (MDEA)	
5	Gobiernos locales		11600	MUNICIPALIDAD DISTRITAL DE EL ALTO (MDEA)	
5	Gobiernos locales		11076	MUNICIPALIDAD DISTRITAL DE EL CARMEN (MDDEC)	
5	Gobiernos locales		10196	MUNICIPALIDAD DISTRITAL DE EL MILAGRO (MDEM)	
5	Gobiernos locales		11311	MUNICIPALIDAD DISTRITAL DE EL PORVENIR (MDEP)	
5	Gobiernos locales		11551	MUNICIPALIDAD DISTRITAL DE EL TALLAN	
5	Gobiernos locales		10358	MUNICIPALIDAD DISTRITAL DE ELIAS SOPLIN VARGAS (MD-ESV)	
5	Gobiernos locales		10811	MUNICIPALIDAD DISTRITAL DE ENCAÑADA (MDLE)	
5	Gobiernos locales		11399	MUNICIPALIDAD DISTRITAL DE ETEN (MUNI. ETEN)	
5	Gobiernos locales		11500	MUNICIPALIDAD DISTRITAL DE FERNANDO LORES (MDFL)	
5	Gobiernos locales		11312	MUNICIPALIDAD DISTRITAL DE FLORENCIA DE MORA (MDFM)	
5	Gobiernos locales		10119	MUNICIPALIDAD DISTRITAL DE FLORIDA (MDF)	
5	Gobiernos locales		11077	MUNICIPALIDAD DISTRITAL DE GROCIO PRADO (MD - GPRADO)	
5	Gobiernos locales		11354	MUNICIPALIDAD DISTRITAL DE GUADALUPE (MDG)	
5	Gobiernos locales		11396	MUNICIPALIDAD DISTRITAL DE GUADALUPITO (MDG)	
5	Gobiernos locales		10452	MUNICIPALIDAD DISTRITAL DE HAQUIRA (MDH)	
5	Gobiernos locales		11202	MUNICIPALIDAD DISTRITAL DE HUACHIS (MD - HUACHIS)	
5	Gobiernos locales		10796	MUNICIPALIDAD DISTRITAL DE HUALLA (MD - HUALLA)	
5	Gobiernos locales		10663	MUNICIPALIDAD DISTRITAL DE HUALMAY (MDH)	
5	Gobiernos locales		10736	MUNICIPALIDAD DISTRITAL DE HUAMANGUILLA (MHD)	
5	Gobiernos locales		10185	MUNICIPALIDAD DISTRITAL DE HUAMBO - AMAZONAS (MD-HUAMBO)	
5	Gobiernos locales		10842	MUNICIPALIDAD DISTRITAL DE HUAMBOS (MDH)	
5	Gobiernos locales		12166	MUNICIPALIDAD DISTRITAL DE HUANCABAMBA (MDH)	
5	Gobiernos locales		11093	MUNICIPALIDAD DISTRITAL DE HUANCAN (MDH)	
5	Gobiernos locales		13675	MUNICIPALIDAD DISTRITAL DE HUANCAPI (MDH)	
5	Gobiernos locales		11361	MUNICIPALIDAD DISTRITAL DE HUANCASPATA (MUNIHUANCASPATA)	
5	Gobiernos locales		11313	MUNICIPALIDAD DISTRITAL DE HUANCHACO (MDH - HUANCHACO)	
5	Gobiernos locales		11984	MUNICIPALIDAD DISTRITAL DE HUANDO (MD-HUANDO)	
5	Gobiernos locales		10348	MUNICIPALIDAD DISTRITAL DE HUANIPACA	
5	Gobiernos locales		12143	MUNICIPALIDAD DISTRITAL DE HUARIACA (MD-HUARIACA)	
5	Gobiernos locales		10964	MUNICIPALIDAD DISTRITAL DE HUAROCONDO (MDH)	
5	Gobiernos locales		10594	MUNICIPALIDAD DISTRITAL DE HUAROS (MDH)	
5	Gobiernos locales		11284	MUNICIPALIDAD DISTRITAL DE HUASAHUASI (MUNIHUASA)	
5	Gobiernos locales		13341	MUNICIPALIDAD DISTRITAL DE HUAURA (MDH)	
5	Gobiernos locales		11017	MUNICIPALIDAD DISTRITAL DE HUAYOPATA (MDH)	
5	Gobiernos locales		11095	MUNICIPALIDAD DISTRITAL DE HUAYUCACHI (MDHCHI.)	
5	Gobiernos locales		11474	MUNICIPALIDAD DISTRITAL DE IBERIA (MDI)	
5	Gobiernos locales		11593	MUNICIPALIDAD DISTRITAL DE IGNACIO ESCUDERO (MDIE)	
5	Gobiernos locales		10108	MUNICIPALIDAD DISTRITAL DE IMAZA (MDI)	
5	Gobiernos locales		10604	MUNICIPALIDAD DISTRITAL DE IMPERIAL (MDI)	
5	Gobiernos locales		11467	MUNICIPALIDAD DISTRITAL DE INAMBARI (MDI)	
5	Gobiernos locales		11737	MUNICIPALIDAD DISTRITAL DE INCLAN (MD - INCLAN)	
5	Gobiernos locales		11460	MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA (MDINDEPENDENCIA)	
5	Gobiernos locales		11096	MUNICIPALIDAD DISTRITAL DE INGENIO (MDI)	
5	Gobiernos locales		18825	MUNICIPALIDAD DISTRITAL DE INKAWASI (MDI)	
5	Gobiernos locales		11777	MUNICIPALIDAD DISTRITAL DE IPARIA (MDI)	
5	Gobiernos locales		11786	MUNICIPALIDAD DISTRITAL DE IRAZOLA (MDI-SAN ALEJANDRO)	
5	Gobiernos locales		13982	MUNICIPALIDAD DISTRITAL DE ISLAY (MDI)	
5	Gobiernos locales		10280	MUNICIPALIDAD DISTRITAL DE JANGAS (MD-JANGAS)	
5	Gobiernos locales		11431	MUNICIPALIDAD DISTRITAL DE JAYANCA (MDJ - JAYANCA)	
5	Gobiernos locales		12197	MUNICIPALIDAD DISTRITAL DE JEPELACIO (MDJ)	
5	Gobiernos locales		11355	MUNICIPALIDAD DISTRITAL DE JEQUETEPEQUE (MDJ)	
5	Gobiernos locales		10812	MUNICIPALIDAD DISTRITAL DE JESÚS (MDJ)	
5	Gobiernos locales		11869	MUNICIPALIDAD DISTRITAL DE JESÚS NAZARENO (MD JESÚS NAZARENO)	
5	Gobiernos locales		10827	MUNICIPALIDAD DISTRITAL DE JORGE CHÁVEZ (MDJCH)	
5	Gobiernos locales		12045	MUNICIPALIDAD DISTRITAL DE JOSÉ CRESPO Y CASTILLO (MDJCC-A)	
5	Gobiernos locales		10828	MUNICIPALIDAD DISTRITAL DE JOSÉ GALVEZ (MDJG)	
5	Gobiernos locales		11401	MUNICIPALIDAD DISTRITAL DE JOSÉ LEONARDO ORTIZ (MDJLO)	
5	Gobiernos locales		10905	MUNICIPALIDAD DISTRITAL DE JOSÉ SABOGAL (MDJS)	
5	Gobiernos locales		11930	MUNICIPALIDAD DISTRITAL DE JULCAMARCA (MD-JULCAMARCA)	
5	Gobiernos locales		11423	MUNICIPALIDAD DISTRITAL DE KAÑARIS (MDK)	
5	Gobiernos locales		11657	MUNICIPALIDAD DISTRITAL DE KELLUYO	
5	Gobiernos locales		11021	MUNICIPALIDAD DISTRITAL DE KIMBIRI (MDK)	
5	Gobiernos locales		11588	MUNICIPALIDAD DISTRITAL DE LA HUACA (MD - LAHUACA)	
5	Gobiernos locales		11577	MUNICIPALIDAD DISTRITAL DE LA MATANZA (MDLM)	
5	Gobiernos locales		12111	MUNICIPALIDAD DISTRITAL DE LA VICTORIA - CHICLAYO (MDLV)	
5	Gobiernos locales		11469	MUNICIPALIDAD DISTRITAL DE LABERINTO	
5	Gobiernos locales		11403	MUNICIPALIDAD DISTRITAL DE LAGUNAS (MDL)	
5	Gobiernos locales		10635	MUNICIPALIDAD DISTRITAL DE LAHUAYTAMBO (MDL)	
5	Gobiernos locales		10843	MUNICIPALIDAD DISTRITAL DE LAJAS (MDL)	
5	Gobiernos locales		10769	MUNICIPALIDAD DISTRITAL DE LAMPA (MDL)	
5	Gobiernos locales		11964	MUNICIPALIDAD DISTRITAL DE LARAMARCA (MD-LARAMARCA)	
5	Gobiernos locales		11315	MUNICIPALIDAD DISTRITAL DE LAREDO (MD-LAREDO)	
5	Gobiernos locales		11248	MUNICIPALIDAD DISTRITAL DE LEONOR ORDOÑEZ (MDLO)	
5	Gobiernos locales		10966	MUNICIPALIDAD DISTRITAL DE LIMATAMBO	
5	Gobiernos locales		11717	MUNICIPALIDAD DISTRITAL DE LIMBANI (MDL)	
5	Gobiernos locales		10813	MUNICIPALIDAD DISTRITAL DE LLACANORA (MDLL)	
5	Gobiernos locales		10844	MUNICIPALIDAD DISTRITAL DE LLAMA - CAJAMARCA (MDLL)	
